,name,tomatometer,audience_score,weighted_score,genres,rating,duration,year,actors,directors
56,"Confess, Fletch",86,75,82,"['Comedy', 'Mystery & Thriller']",R,1h 38m,2022,"['Jon Hamm', 'Roy Wood Jr.', 'Annie Mumolo', 'Ayden Mayeri', 'Lorenza Izzo']",['Greg Mottola']
57,As Good as Dead,71,47,62,['Action'],,1h 28m,2022,"['Michael Jai White', 'Tom Berenger', 'Luca Oriel', 'Guillermo Iván', 'Gabriela Quezada']",['R Ellis Frazier']
58,Pinocchio,28,27,27,"['Kids & Family', 'Fantasy', 'Adventure', 'Comedy', 'Drama']",PG,1h 51m,2022,"['Tom Hanks', 'Benjamin Evan Ainsworth', 'Cynthia Erivo', 'Joseph Gordon-Levitt', 'Keegan-Michael Key']",['Robertzemickis']
59,A Thousand Kisses Deep,8,31,15,"['Mystery & Thriller', 'Romance', 'Sci-Fi']",,1h 24m,2011,"['Dougray Scott', 'Jodie Whittaker', 'Emilia Fox', 'David Warner', 'Allan Corduner']",['Dana Lustig']
60,Love in the Villa,32,52,38,"['Romance', 'Comedy']",,1h 55m,2022,"['Kat Graham', 'Tom Hopper', 'Raymond Ablack', 'Laura Hopper', 'Sean Amsing']",['Mark Steven Johnson']
61,White Elephant,13,11,12,"['Action', 'Mystery & Thriller']",,1h 29m,2022,"['Michael Rooker', 'Bruce Willis', 'Olga Kurylenko', 'John Malkovich', 'Lorenzo Antonucci']",['Jesse V Johnson']
62,First Love,40,40,40,"['Romance', 'Drama']",,1h 35m,2022,"['Diane Kruger', 'Hero Fiennes Tiffin', 'Sydney Park', 'Jeffrey Donovan', 'Diane Venora']",['Aj Edwards']
63,Blackwood,40,34,38,"['Mystery & Thriller', 'Adventure']",,1h 30m,2014,"['Ed Stoppard', 'Sophia Myles', 'Isaac Andrews', 'Paul Kaye', 'Greg Wise']",['Adam Wimpenny']
64,Mickey: The Story of a Mouse,89,86,88,"['Documentary', 'Biography']",,1h 33m,2022,"['Eric Goldberg', 'Mark Henn', 'Randy Haycock', 'Floyd Norman', 'Carmenita Higginbotham']",['Jeff Malmberg']
65,Trevor: The Musical,57,39,51,"['Musical', 'Drama']",,1h 53m,2022,"['Holden William Hagelberger', 'Mark Aguirre', 'Aaron Alcaraz', 'Ava Briglia', 'Sammy Dell']",['Robin Abrams 2']
0,The Road to Galena,33,82,49,['Drama'],R,1h 50m,2022,"['Ben Winchell', 'Aimee Teegarden', 'Will Brittain', 'Alisa Allapach', 'Jay O. Sanders']",['Joe Hall 2']
1,Dear Zoe,71,88,76,['Drama'],R,1h 34m,2022,"['Sadie Sink', 'Theo Rossi', 'Kweku Collins', 'Vivien Lyra Blair', 'MacKenzie Noel Rusiewicz']",['Gren Wells']
2,Munich: The Edge of War,86,78,83,"['Biography', 'History', 'Drama']",PG-13,2h 3m,2021,"['Jessica Brown Findlay', 'George MacKay', 'Jeremy Irons', 'Liv Lisa Fries', 'Jannis Niewöhner']",['Christian Schwochow']
3,The Fabelmans,92,83,89,['Drama'],PG-13,2h 31m,2022,"['Michelle Williams', 'Paul Dano', 'Seth Rogen', 'Gabriel LaBelle', 'Jeannie Berlin']",['Steve Spielberg']
4,The Weekend Away,39,34,37,['Mystery & Thriller'],,1h 30m,2022,"['Leighton Meester', 'Christina Wolfe', 'Ziad Bakri', 'Luke Norris', 'Amar Bukvic']",['Kim Farrant']
5,The Kids in the Hall: Comedy Punks,100,87,95,['Documentary'],,1h 34m,2022,"['Dave Foley', 'Bruce McCulloch', 'Kevin McDonald', 'Scott Thompson', 'Mark McKinney']",['Reginald Harkema']
6,For Love of Ivy,43,52,46,"['Romance', 'Comedy']",G,1h 41m,1968,"['Sidney Poitier', 'Abbey Lincoln', 'Beau Bridges', 'Leon Bibb', 'Nan Martin']",['Daniel Mann']
7,House at the End of the Street,12,41,21,"['Mystery & Thriller', 'Horror']",PG-13,1h 41m,2012,"['Jennifer Lawrence', 'Max Thieriot', 'Elisabeth Shue', 'Gil Bellows', 'Eva Link']",['Mark Tonderai']
8,War Room,34,87,51,['Drama'],PG,2h 0m,2015,"['Priscilla C. Shirer', 'T.C. Stallings', 'Karen Abercrombie', 'Alex Kendrick', 'Michael Jr.']",['Alex Kendrick']
9,Dovlatov,80,57,72,['Drama'],PG-13,2h 6m,2018,"['Milan Maric', 'Danila Kozlovskiy', 'Helena Sujecka', 'Artur Beschastnyy', 'Eva Guerr']",['Aleksei German']
10,Cryo,20,77,39,"['Sci-Fi', 'Mystery & Thriller', 'Drama']",PG-13,1h 58m,2022,"['Jyllian Petrie', 'Emily Marie Palmer', 'Mason D. Davis', 'Curt Doussett', 'Morgan Gunter']",['Barrett Burgin']
11,Dakota,22,61,35,"['Kids & Family', 'Drama']",,1h 36m,2022,"['Abbie Cornish', 'Lola Sultan', 'Patrick Muldoon', 'Roberto Davide', 'Tim Rozon']",['Kirk Harris']
12,Entropy,40,75,51,['Romance'],R,1h 44m,1999,"['Stephen Dorff', 'Judith Godrèche', 'Kelly Macdonald', 'Lauren Holly', 'Jon Tenney']",['Phil Joanou']
13,Strange World,72,66,70,"['Kids & Family', 'Comedy', 'Adventure', 'Fantasy', 'Animation', 'Action']",PG,1h 45m,2022,"['Jake Gyllenhaal', 'Alan Tudyk', 'Dennis Quaid', 'Jaboukie Young-White', 'Gabrielle Union']","['Don Hall', 'Qui Nguyen']"
14,Katrina Babies,100,90,96,['Documentary'],,1h 19m,2022,"['Miesha Williams', 'Cierra Chenier', 'Arnold Burks', 'Damaris Calliet', 'Calvin Baxter']",['Edward Buckles Jr 2']
15,Bowen's Heart,100,100,99,['Documentary'],,1h 31m,2020,"['Bowen Hammitt', 'Lexi Read', 'Zach Read', 'Sarah Hammitt', 'Matt Hammitt']","['Lexi Read', 'Zach Read']"
16,The Most Dangerous Game,100,73,90,['Horror'],,1h 3m,1932,"['Joel McCrea', 'Fay Wray', 'Leslie Banks', 'Robert Armstrong', 'Noble Johnson']","['Irving Pichel', 'Ernest B Schoedsack']"
17,Thirteen Lives,85,94,88,['Drama'],PG-13,2h 22m,2022,"['Viggo Mortensen', 'Colin Farrell', 'Joel Edgerton', 'Tom Bateman', 'Paul Gleeson']",['Ron Howard']
18,Alice,30,57,39,"['Drama', 'Mystery & Thriller']",R,1h 40m,2022,"['Keke Palmer', 'Common', 'Jonny Lee Miller', 'Gaius Charles', 'Alicia Witt']",['Krystin Ver Linden 2']
19,Firestarter,11,47,23,"['Horror', 'Mystery & Thriller', 'Drama', 'Sci-Fi']",R,1h 34m,2022,"['Zac Efron', 'Ryan Kiera Armstrong', 'Sydney Lemmon', 'Kurtwood Smith', 'John Beasley']",['Keith Thomas']
20,Grimcutty,25,23,24,"['Horror', 'Mystery & Thriller']",TVMA,1h 41m,2022,"['Sara Wolfkind', 'Callan Farris', 'Usman Ally', 'Shannyn Sossamon', 'Alona Tal']",['John William Ross']
21,Causeway,85,73,81,['Drama'],R,1h 32m,2022,"['Jennifer Lawrence', 'Brian Tyree Henry', 'Linda Emond', 'Jayne Houdyshell', 'Stephen Henderson']",['Lila Neugebauer']
22,Ariel Phenomenon,100,93,97,['Documentary'],,1h 41m,2022,"['Randall Nickerson', 'Randall Nickerson', 'Randall Nickerson', 'Chris Seward', 'Rikk Desgres']",['Randall Nickerson 2']
23,There There,46,100,63,"['Drama', 'Comedy', 'Romance']",,1h 34m,2022,"['Angela Bedekovic', 'Molly Gordon', 'Jasmine Skloss Harrison', 'Jason Schwartzman', 'Lili Taylor']",['Andrew Bujalski']
24,The Ice Age Adventures of Buck Wild,19,34,24,"['Kids & Family', 'Comedy', 'Adventure', 'Animation']",PG,1h 21m,2022,"['Utkarsh Ambudkar', 'Simon Pegg', 'Justina Machado', 'Vincent Tong', 'Aaron Harris']",['John C Donkin']
25,This is GWAR,100,94,97,"['Documentary', 'Music']",,1h 53m,2021,"['GWAR', 'Weird Al Yankovic', 'Thomas Lennon', 'Alex Winter', 'Bam Margera']",['Scott Barber']
26,Windfall,59,37,51,"['Mystery & Thriller', 'Drama']",R,1h 32m,2022,"['Jason Segel', 'Lily Collins', 'Jesse Plemons', 'Omar Leyva', 'Charlie McDowell']",['Charlie Mcdowell']
27,The Hi-Lo Country,54,49,52,['Western'],R,1h 54m,1998,"['Woody Harrelson', 'Billy Crudup', 'Patricia Arquette', 'Penélope Cruz', 'Sam Elliott']",['Stephen Frears']
28,'Twas the Night Before Christmas,71,65,69,"['Animation', 'Fantasy', 'Holiday', 'Kids & Family']",,23m,1974,"['Patricia Bright', 'Scott Firestone', 'George Gobel', 'Joel Grey', 'Tammy Grimes']","['Jules Bass', 'Arthur Rankin Jr']"
29,The Good Nurse,74,76,74,"['Crime', 'Drama', 'Biography']",R,1h 56m,2022,"['Jessica Chastain', 'Eddie Redmayne', 'Nnamdi Asomugha', 'Kim Dickens', 'Malik Yoba']",['Tobias Lindholm']
30,The Swimmers,83,86,84,"['Drama', 'Biography', 'Sports']",PG-13,2h 14m,2022,"['Nathalie Issa', 'Manal Issa', 'Matthias Schweighöfer', 'Ahmed Malek', 'James Krishna Floyd']",['Sally El Hosaini']
31,She Will,85,47,72,"['Drama', 'Mystery & Thriller']",,1h 35m,2021,"['Alice Krige', 'Malcolm McDowell', 'Rupert Everett', 'Kota Eberhardt', 'John McCrea']",['Charlotte Colbert']
32,Bite the Bullet,73,54,66,['Western'],PG,2h 11m,1975,"['Gene Hackman', 'Candice Bergen', 'James Coburn', 'Ben Johnson', 'Ian Bannen']",['1001975 Richard Brooks']
33,Chernobyl: The Lost Tapes,100,83,94,['Documentary'],,1h 35m,2022,"['James Jones', 'Darren Kemp', 'Serhiy Solodko', 'Sasha Odynova', 'James Jones']",['James Jones 5']
34,Pinky,67,72,68,['Drama'],,1h 42m,1949,"['Jeanne Crain', 'Ethel Barrymore', 'Ethel Waters', 'William Lundigan', 'Basil Ruysdael']",['Elia Kazan']
35,He Loves Me... He Loves Me Not,72,84,76,['Mystery & Thriller'],PG-13,1h 32m,2002,"['Audrey Tautou', 'Samuel Le Bihan', 'Isabelle Carré', 'Sophie Guillemin', 'Clément Sibony']",['Laetitia Colombani']
36,Nope,83,69,78,"['Sci-Fi', 'Horror', 'Mystery & Thriller']",R,2h 15m,2022,"['Daniel Kaluuya', 'Keke Palmer', 'Steven Yeun', 'Michael Wincott', 'Brandon Perea']",['Jordan Peele']
37,The Class,29,86,48,"['Comedy', 'Drama']",,1h 54m,2022,"['Anthony Michael Hall', 'Deborah Gibson', 'Charlie Gillespie', 'Lyric Ross', 'Hannah Kepple']",['Nicholas Celozzi']
38,Jurassic Park,91,91,91,"['Adventure', 'Action', 'Sci-Fi', 'Mystery & Thriller']",PG-13,2h 6m,1993,"['Sam Neill', 'Laura Dern', 'Jeff Goldblum', 'Richard Attenborough', 'Bob Peck']",['Steve Spielberg']
39,Senior Year,23,52,32,['Comedy'],R,1h 52m,2022,"['Rebel Wilson', 'Zoe Chao', 'Sam Richardson', 'Mary Holland', 'Justin Hartley']",['Alex Hardcastle']
40,Aziz Ansari: Nightclub Comedian,80,45,68,"['Comedy', 'Stand-Up']",,29m,2022,"['Aziz Ansari', 'Aziz Ansari']",['Aziz Ansari']
41,Rescued by Ruby,100,88,95,['Drama'],,1h 30m,2022,"['Grant Gustin', 'Scott Wolf', 'Kaylah Zander', 'Camille Sullivan', 'Tom McBeath']",['Katt Shea Ruben']
42,A Christmas Horror Story,83,48,71,"['Holiday', 'Horror', 'Mystery & Thriller', 'Comedy']",,1h 39m,2015,"['William Shatner', 'George Buza', 'Rob Archer', 'Percy Hynes White', 'Jeff Clarke']","['Grant Harvey', 'Steven Hoban', 'Brett Sullivan']"
43,Emily the Criminal,94,79,89,"['Crime', 'Drama', 'Mystery & Thriller']",R,1h 37m,2022,"['Aubrey Plaza', 'Theo Rossi', 'Megalyn Echikunwoke', 'Jonathan Avigdori', 'Kim Yarbrough']",['John Patton Ford']
44,Salt in My Soul,100,94,97,"['Documentary', 'Biography']",,1h 36m,2022,"['Mallory Smith', 'Diane Shader Smith', 'Will Battersby', 'Richard Abate', 'Peter Askin']",['Will Battersby']
45,Zombies 3,75,60,70,"['Adventure', 'Musical']",,1h 31m,2022,"['Milo Manheim', 'Meg Donnelly', 'RuPaul', 'Matt Cornett', 'Kylee Russell']",['Paul Hoen']
46,Stay Alive,10,55,25,"['Horror', 'Mystery & Thriller']",PG-13,1h 25m,2006,"['Frankie Muniz', 'Adam Goldberg', 'Milo Ventimiglia', 'Samaire Armstrong', 'Sophia Bush']",['William Brent Bell']
47,The Importance of Being Earnest,57,72,62,"['Comedy', 'Drama']",PG,1h 37m,2002,"['Rupert Everett', 'Colin Firth', ""Frances O'Connor"", 'Reese Witherspoon', 'Judi Dench']",['Oliver Parker']
48,The Nudels of Nudeland,40,50,43,['Comedy'],,Comedy,2022,"['Tim Chizmar', 'Joe Filippone', 'Al Burke', 'Tim Chizmar', 'Juliana Acosta']",['Tim Chizmar']
49,Luck,48,67,54,"['Kids & Family', 'Comedy', 'Fantasy', 'Animation']",G,1h 45m,2022,"['Eva Noblezada', 'Simon Pegg', 'Jane Fonda', 'Whoopi Goldberg', ""Colin O'Donoghue""]",['Peggy Holmes']
50,Nocebo,71,73,71,['Mystery & Thriller'],,1h 37m,2022,"['Eva Green', 'Mark Strong', 'Chai Fonacier', 'Billie Gadsdon', 'Cathy Belton']",['Lorcan Finnegan 2']
0,The Northman,90,64,81,"['Adventure', 'Action', 'Mystery & Thriller']",R,2h 17m,2022,"['Alexander Skarsgård', 'Nicole Kidman', 'Claes Bang', 'Ethan Hawke', 'Anya Taylor-Joy']",['Robert Eggers']
1,My Little Chickadee,93,64,83,"['Western', 'Comedy']",,1h 23m,1940,"['Mae West', 'W.C. Fields', 'Joseph Calleia', 'Dick Foran', 'Margaret Hamilton']",['Edward Cline']
2,Mona Lisa and the Blood Moon,74,63,70,"['Mystery & Thriller', 'Sci-Fi']",R,1h 47m,2021,"['Kate Hudson', 'Jeon Jong-seo', 'Ed Skrein', 'Evan Whitten', 'Craig Robinson']",['Ana Lily Amirpour']
3,The Human Trial,100,99,99,['Documentary'],,1h 31m,2022,"['Lisa Hepner', 'Guy Mossman', 'Lisa Hepner', 'Lisa Hepner', 'Jonathan Formica']","['Lisa Hepner', 'Guy Mossman']"
4,For Love of Ivy,43,52,46,"['Romance', 'Comedy']",G,1h 41m,1968,"['Sidney Poitier', 'Abbey Lincoln', 'Beau Bridges', 'Leon Bibb', 'Nan Martin']",['Daniel Mann']
5,White Hot: The Rise & Fall of Abercrombie & Fitch,64,28,52,['Documentary'],,Documentary,2022,"['Alison Klayman', 'Alison Klayman', 'Emmet McDermott', 'Hayley Pappas', 'Matt Ippolito']",['Alison Klayman']
6,The Master of Disguise,1,36,12,"['Kids & Family', 'Comedy']",PG,1h 20m,2002,"['Dana Carvey', 'Jennifer Esposito', 'Harold Gould', 'James Brolin', 'Brent Spiner']",['Perry Andelin Blake 3']
7,High Heat,58,35,50,"['Action', 'Mystery & Thriller', 'Crime', 'Comedy']",R,1h 24m,2022,"['Olga Kurylenko', 'Don Johnson', 'Diamond Dallas Page', 'Dylan Flashner', 'Ivan Martin']",['Zach Golden']
8,Elvis,77,94,82,"['Biography', 'Drama', 'Music']",PG-13,2h 39m,2022,"['Austin Butler', 'Tom Hanks', 'Helen Thomson', 'Richard Roxburgh', 'Olivia DeJonge']",['Baz Luhrman']
9,Triple Threat,67,38,57,['Action'],R,1h 36m,2019,"['Tony Jaa', 'Iko Uwais', 'Tiger Hu Chen', 'Scott Adkins', 'Michael Jai White']",['Jesse V Johnson']
10,Taurus,62,90,71,"['Drama', 'Music']",,1h 38m,2022,"['Machine Gun Kelly', 'Maddie Hasson', 'Demetrius ""Lil Meech"" Flenory', 'Ruby Rose', 'Scoot McNairy']",['Tim Sutton']
11,Lucy and Desi,94,84,90,"['Documentary', 'Biography']",PG,1h 42m,2022,"['Lucie Arnaz', 'Lucille Ball', 'Desi Arnaz', 'Bette Midler', 'Carol Burnett']",['Amy Poehler']
12,The System,40,41,40,['Action'],R,1h 37m,2022,"['Tyrese Gibson', 'Terrence Howard', 'Jeremy Piven', 'Lil Yachty', 'David Joseph Martinez']",['Dallas Jackson']
13,The Last Night of Amore,100,100,99,['Mystery & Thriller'],,2h 4m,2023,"['Pierfrancesco Favino', 'Linda Caridi', 'Antonio Gerardi', 'Francesco Di Leva', 'Camilla Semino Favro']",['Andrea Di Stefano']
14,To the Moon,87,73,82,"['Mystery & Thriller', 'Horror', 'Drama']",,1h 22m,2021,"['Will Brill', 'Madeleine Morgenweck', 'Scott Friend', 'Scott Friend', 'Scott Friend']",['Scott Friend']
15,Not Okay,71,60,67,"['Comedy', 'Drama']",R,1h 40m,2022,"['Zoey Deutch', ""Dylan O'Brien"", 'Embeth Davidtz', 'Sarah Yarkin', 'Karan Soni']",['Quinnshephard']
16,F/X,89,54,77,"['Mystery & Thriller', 'Action']",R,1h 48m,1986,"['Bryan Brown', 'Brian Dennehy', 'Diane Venora', 'Cliff DeYoung', 'Mason Adams']",['Robert Mandel']
17,Civil: Ben Crump,88,57,77,['Documentary'],PG-13,1h 41m,2022,"['Benjamin Crump', 'Nadia Hallgren', 'Nadia Hallgren', 'Kenya Barris', 'Roger Ross Williams']",['Nadia Hallgren']
18,Blind Ambition,100,80,93,['Documentary'],,1h 36m,2021,"['Joseph Dhafana', 'Marlvin Gwese', 'Tinashe Nyamudoka', 'Pardon Taguzu', 'Warwick Ross']","['Warwick Ross', 'Robert Coe']"
19,The Long Night,35,22,30,['Horror'],R,1h 31m,2022,"['Scout Taylor-Compton', 'Nolan Gerard Funk', 'Deborah Kara Unger', 'Jeff Fahey', 'Scott Daniel']",['Rich Ragsdale']
20,Violent Night,74,88,78,"['Holiday', 'Action', 'Comedy']",R,1h 52m,2022,"['David Harbour', 'John Leguizamo', 'Alex Hassell', 'Alexis Louder', 'Edi Patterson']",['Tommy Wirkola']
21,Purple Hearts,33,68,44,"['Romance', 'Drama']",R,2h 3m,2022,"['Sofia Carson', 'Nicholas Galitzine', 'Chosen Jacobs', 'Linden Ashby', 'Anthony Ippolito']","['Ben Lewin', 'Elizabeth Allen Rosenbaum']"
22,Love,41,39,40,"['Drama', 'Romance']",,2h 14m,2015,"['Karl Glusman', 'Aomi Muyock', 'Klara Kristin', 'Juan Saavedra', 'Jean Couteau']",['Gaspar Noe']
23,Lightyear,74,84,77,"['Kids & Family', 'Comedy', 'Adventure', 'Sci-Fi', 'Animation', 'Action']",PG,1h 40m,2022,"['Chris Evans', 'Taika Waititi', 'Keke Palmer', 'James Brolin', 'Efren Ramirez']",['Angus Maclane']
24,Supercool,40,37,39,"['Comedy', 'Action', 'Crime', 'Drama', 'Fantasy']",,1h 32m,2021,"['Jake Short', 'Miles J. Harvey', 'Damon Wayans Jr.', 'Madison Davenport', 'Iliza Shlesinger']",['Teppo Airaksinen']
25,I Believe in Unicorns,84,53,73,"['Drama', 'Romance']",,1h 20m,2014,"['Natalia Dyer', 'Peter Vack', 'Julia Garner', 'Amy Seimetz', 'Toni Meyerhoff']",['Leah Meyerhoff']
26,Don't Worry Darling,38,74,50,['Mystery & Thriller'],R,2h 3m,2022,"['Florence Pugh', 'Harry Styles', 'Olivia Wilde', 'Gemma Chan', 'KiKi Layne']",['Olivia Wilde']
27,Commando 2,0,53,17,"['Action', 'Mystery & Thriller']",,2h 24m,2017,"['Vidyut Jamwal', 'Adah Sharma', 'Esha Gupta', 'Freddy Daruwala', 'Deven Bhojani']",['Deven Bhojani']
28,From the Hood to the Holler,88,94,90,['Documentary'],,1h 42m,2022,"['Charles Booker', 'Pat McGee', 'Terry Hahin', 'Adam Linkenhelt', 'Gregory Taylor']",['Pat Mcgee 2']
29,Persuasion,31,73,45,"['Romance', 'Drama']",PG,1h 49m,2022,"['Dakota Johnson', 'Cosmo Jarvis', 'Nikki Amuka-Bird', 'Mia McKenna-Bruce', 'Richard E. Grant']",['Carrie Cracknell']
30,A Christmas Story Christmas,79,76,78,"['Kids & Family', 'Holiday', 'Comedy', 'Drama']",PG,1h 41m,2022,"['Peter Billingsley', 'Julie Hagerty', 'Erinn Hayes', 'Ian Petrella', 'Zack Ward']",['Clay Kaytis']
31,Ash and Bone,88,95,90,['Horror'],,1h 38m,2022,"['Jamie Bernadette', 'Angelina Danielle Cama', 'Mel Novak', 'Harley Wallen', 'Kaiti Wallen']",['Harley Wallen']
32,Anything's Possible,86,59,77,"['Romance', 'Comedy', 'Drama']",PG-13,1h 36m,2022,"['Eva Reign', 'Abubakr Ali', 'Renée Elise Goldsberry', 'Simone Joy Jones', 'Kelly Lamor Wilson']",['Billy Porter']
33,The Fallout,93,84,90,['Drama'],R,1h 32m,2021,"['Jenna Ortega', 'Maddie Ziegler', 'Niles Fitch', 'Will Ropp', 'John Ortiz']",['Megan Park']
34,The Leech,78,71,75,['Horror'],,1h 22m,2022,"['Jeremy Gardner', 'Graham Skipper', 'Rigo Garay', 'Eric Pennycoff', 'Eric Pennycoff']",['Eric Pennycoff']
35,Boon,0,26,8,"['Action', 'Crime', 'Mystery & Thriller']",,1h 35m,2022,"['Neal McDonough', 'Tommy Flanagan', 'Christiane Seidel', 'Jason Scott Lee', 'James Madio']",['Derek Presley']
36,Randy Rhoads: Reflections of a Guitar Icon,92,93,92,"['Biography', 'Documentary', 'Music']",,1h 25m,2022,"['Tracii Guns', 'Randy Rhoads', 'Dana Strum', 'Ron Sobol', 'Rudy Sarzo']",['Andre Relis']
37,Funny Pages,83,51,72,['Comedy'],R,1h 26m,2022,"['Daniel Zolghadri', 'Matt Maher', 'Miles Emanuel', 'Maria Dizzia', 'Josh Pais']",['Owen Kline']
38,Adieu Godard,70,67,69,"['Comedy', 'Drama']",,1h 27m,2021,"['Choudhury Bikas Das', 'Sudhasri Madhusmita', 'Dipanwit Dashmohapatra', 'Choudhury Bikash', 'Abhishek Giri']",['Amartya Bhattacharyya']
39,Something from Tiffany's,72,61,68,"['Romance', 'Comedy']",PG,1h 27m,2022,"['Zoey Deutch', 'Shay Mitchell', 'Rose Abdoo', 'Leah Jeffries', 'Ray Nicholson']",['1192637 Daryl Wein']
40,Luckiest Girl Alive,44,72,53,"['Crime', 'Drama']",R,1h 53m,2022,"['Mila Kunis', 'Finn Wittrock', 'Chiara Aurelia', 'Scoot McNairy', 'Thomas Barbusca']",['Mike Barker']
41,Fantasy Football,33,80,48,"['Kids & Family', 'Comedy', 'Action', 'Fantasy', 'Sports']",,1h 38m,2022,"['Omari Hardwick', 'Kelly Rowland', 'Marsai Martin', 'Tony Gonzalez', 'Rome Flynn']",['Anton Cropper']
42,Bad Axe,96,100,97,['Documentary'],,1h 42m,2022,"['David Siev', 'Jude Hope Harris', 'Diane Moy Quon', 'David Siev', 'Katarina Vasquez']",['David Siev 2']
43,Religulous,69,78,72,['Documentary'],R,1h 41m,2008,"['Bill Maher', 'Larry Charles', 'Bill Maher', 'Palmer West', 'Jonah Smith']",['Larry Charles']
44,Don't Make Me Go,53,71,58,['Drama'],R,1h 50m,2022,"['John Cho', 'Mia Isaac', 'Mitchell Hope', 'Jemaine Clement', 'Stefania Owen']",['Hannah Marks']
45,The Retaliators,88,89,88,"['Horror', 'Mystery & Thriller']",,1h 37m,2021,"['Michael Lombardi', 'Marc Menchaca', 'Joseph Gatt', 'Katie Kelly', 'Abbey Hafer']","['Bridget Smith 2', 'Samuel Gonzalez Jr']"
46,A Pebble in the Pond,100,100,99,['Documentary'],,1h 43m,2022,"['Ann Benson', 'Karis Campbell', 'Abby Shayne', 'Paul Howard', 'Paul Howard']",['Paul Howard 2']
47,Wrong Place,0,56,18,"['Action', 'Mystery & Thriller']",,1h 36m,2022,"['Bruce Willis', 'Ashley Greene', 'Michael Sirow', 'Texas Battle', 'Stacey Danger']",['Mike Burns']
48,Cheaper by the Dozen,36,33,35,"['Kids & Family', 'Comedy']",PG,1h 48m,2022,"['Gabrielle Union', 'Zach Braff', 'Erika Christensen', 'Timon Kyle Durrett', 'Journee Brown']",['Gail Lerner']
49,Asking for It,22,57,33,"['Mystery & Thriller', 'Drama']",R,1h 37m,2021,"['Kiersey Clemons', 'Vanessa Hudgens', 'Alexandra Shipp', 'Ezra Miller', 'Gabourey Sidibe']",['Eamon Orourke 2']
50,Mid-Century,33,61,42,"['Horror', 'Mystery & Thriller']",R,1h 45m,2022,"['Shane West', 'Sarah Hay', 'Stephen Lang', 'Bruce Dern', 'Chelsea Gilligan']",['Sonja Ohara 2']
51,Press Play,67,59,64,"['Romance', 'Fantasy']",PG-13,1h 25m,2022,"['Clara Rugaard', 'Lewis Pullman', 'Danny Glover', 'Matt Walsh', 'Lyrica Okano']",['Greg Bjorkman']
52,Paradise Highway,15,66,32,"['Mystery & Thriller', 'Crime', 'Drama']",R,1h 55m,2022,"['Juliette Binoche', 'Morgan Freeman', 'Frank Grillo', 'Cameron Monaghan', 'Hala Finley']",['Anna Gutto']
53,The Blues Brothers,73,92,79,"['Musical', 'Comedy', 'Action']",R,2h 13m,1980,"['John Belushi', 'Dan Aykroyd', 'James Brown', 'Cab Calloway', 'Ray Charles']",['John Landis']
54,Bros,88,90,88,"['Romance', 'Comedy', 'LGBTQ+']",R,1h 55m,2022,"['Billy Eichner', 'Luke Macfarlane', 'TS Madison', 'Monica Raymund', 'Guillermo Díaz']",['Nick Stoller']
55,Surrogate,100,93,97,['Horror'],,1h 30m,2022,"['Kestie Morassi', 'Jane Badler', 'Taysha Farrugia', 'Louise Siversen', 'Darcy Kent']",['David Willing 2']
56,The Last Thing Mary Saw,72,50,64,"['Horror', 'Mystery & Thriller', 'Drama']",,1h 29m,2021,"['Isabelle Fuhrman', 'Carolyn McCormick', 'Rory Culkin', 'Stefanie Scott', 'Shane Coffey']",['Edoardo Vitaletti 2']
57,Murder at Yellowstone City,24,59,35,['Western'],,2h 6m,2022,"['Gabriel Byrne', 'Thomas Jane', 'Isaiah Mustafa', 'Anna Camp', 'Aimee Garcia']",['Richard Gray']
58,Doctor Strange in the Multiverse of Madness,73,85,77,"['Action', 'Adventure', 'Fantasy', 'Horror']",PG-13,2h 6m,2022,"['Benedict Cumberbatch', 'Elizabeth Olsen', 'Chiwetel Ejiofor', 'Rachel McAdams', 'Benedict Wong']",['Sam Raimi']
59,Freakscene: The Story of Dinosaur Jr.,67,75,69,"['Documentary', 'Music']",,1h 22m,2021,"['Lou Barlow', 'J Mascis', 'Murph', 'Kim Gordon', 'Henry Rollins']",['Philipp Reichenheim']
60,Pretty Problems,64,96,74,"['Romance', 'Comedy', 'Drama']",,1h 46m,2022,"['Britt Rentschler', 'Michael Tennant', 'J.J. Nolan', 'Charlotte Ubben', 'Graham Outerbridge']",['Kestrin Pantera']
61,2012,39,47,41,"['Action', 'Mystery & Thriller', 'Drama']",PG-13,2h 38m,2009,"['John Cusack', 'Chiwetel Ejiofor', 'Amanda Peet', 'Oliver Platt', 'Thandiwe Newton']",['Roland Emmerich']
62,Till,96,97,96,"['Drama', 'History', 'Biography']",PG-13,2h 10m,2022,"['Danielle Deadwyler', 'Jalyn Hall', 'Frankie Faison', 'Haley Bennett', 'Whoopi Goldberg']",['Chinonye Chukwu']
63,Scare Package II: Rad Chad's Revenge,83,88,84,"['Horror', 'Comedy']",,1h 38m,2022,"['Zoe Graham', 'Jeremy King', 'Rich Sommer', ""Shakira Ja'nai Paye"", 'Kelli Maroney']","['Aaron B Koontz', 'Alexandra Barreto', 'Anthony Cousins', 'Jed Shepherd', 'Rachele Wiggins']"
64,Guilty,50,89,62,['Mystery & Thriller'],,1h 59m,2020,"['Kiara Adavani', 'Ashrut Jain', 'Ruchi Narain', 'Atika Chohan', 'Kanika Dhillon']",['Ruchi Narain']
